Overall Place,Gender Place,Division Place,Name,BIB,Team,Half,Finish Net,Finish Gun
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Place Overall,Place Gender,Place Overall,Name,,,,,
2881,189,2881,"Meek, Jo","Team
–","Team
–","HALF
01:29:40","Finish Net
02:59:58","Finish Gun
03:05:08"
2897,190,2897,"Randolph, Mary","Team
Central Park Track Club- Tracksmith","Team
Central Park Track Club- Tracksmith","HALF
01:25:47","Finish Net
03:00:02","Finish Gun
03:03:37"
2902,191,2902,"Mulcahy, Teri","Team
–","Team
–","HALF
01:28:34","Finish Net
03:00:04","Finish Gun
03:08:08"
2904,192,2904,"Donovan, Michelle","Team
–","Team
–","HALF
01:28:05","Finish Net
03:00:06","Finish Gun
03:00:14"
2929,193,2929,"Cummings, Madeleine","Team
–","Team
–","HALF
01:29:16","Finish Net
03:00:18","Finish Gun
03:02:21"
2939,194,2939,"Leclair, Brandy","Team
–","Team
–","HALF
01:26:32","Finish Net
03:00:23","Finish Gun
03:03:33"
2953,195,2953,"Johanek, Sarah","Team
–","Team
–","HALF
01:27:36","Finish Net
03:00:27","Finish Gun
03:08:12"
2954,196,2954,"Khadka, Sworupa","Team
–","Team
–","HALF
01:28:42","Finish Net
03:00:27","Finish Gun
03:06:34"
2959,197,2959,"Moran, Ali","Team
–","Team
–","HALF
01:28:27","Finish Net
03:00:31","Finish Gun
03:08:09"
2971,198,2971,"Curcuru, Margaux","Team
–","Team
–","HALF
01:24:25","Finish Net
03:00:35","Finish Gun
03:01:56"
2974,199,2974,"Epps, Aimee","Team
–","Team
–","HALF
01:27:54","Finish Net
03:00:37","Finish Gun
03:06:35"
2981,200,2981,"Pagone, Grace","Team
–","Team
–","HALF
01:30:29","Finish Net
03:00:39","Finish Gun
03:00:52"
2999,201,2999,"Solano Barquero, Alejandra María","Team
–","Team
–","HALF
01:26:57","Finish Net
03:00:47","Finish Gun
03:01:12"
3006,202,3006,"Bewsey, Hannah","Team
–","Team
–","HALF
01:27:42","Finish Net
03:00:48","Finish Gun
03:06:20"
3009,203,3009,"Peterson, Rebecca","Team
–","Team
–","HALF
01:25:27","Finish Net
03:00:48","Finish Gun
03:01:20"
3014,204,3014,"Praznik, Meaghan","Team
–","Team
–","HALF
01:29:00","Finish Net
03:00:50","Finish Gun
03:06:34"
3021,205,3021,"Gill, Halle","Team
–","Team
–","HALF
01:27:36","Finish Net
03:00:55","Finish Gun
03:02:34"
3032,206,3032,"Johnson, Marian","Team
–","Team
–","HALF
01:29:25","Finish Net
03:00:58","Finish Gun
03:05:25"
3039,207,3039,"Bush, Mckenna","Team
–","Team
–","HALF
01:29:59","Finish Net
03:01:00","Finish Gun
03:05:50"
3044,208,3044,"Macdonald, Alexandra","Team
–","Team
–","HALF
01:30:04","Finish Net
03:01:02","Finish Gun
03:01:38"
3048,209,3048,"Mccabe, Molly","Team
–","Team
–","HALF
01:29:34","Finish Net
03:01:04","Finish Gun
03:01:44"
3053,210,3053,"Defranco, Meredith","Team
Outta Pocket Track Club","Team
Outta Pocket Track Club","HALF
01:29:38","Finish Net
03:01:07","Finish Gun
03:01:27"
3057,211,3057,"Scherbenske, Ashley","Team
–","Team
–","HALF
01:29:23","Finish Net
03:01:08","Finish Gun
03:01:19"
3063,212,3063,"Coates, Phoebe","Team
–","Team
–","HALF
01:28:26","Finish Net
03:01:09","Finish Gun
03:06:09"
3065,213,3065,"Decarpentrie, Sarah","Team
–","Team
–","HALF
01:29:00","Finish Net
03:01:10","Finish Gun
03:05:42"
3068,214,3068,"Pena, Valentina","Team
–","Team
–","HALF
01:30:24","Finish Net
03:01:12","Finish Gun
03:03:41"
3070,215,3070,"Rundle, Eleni","Team
–","Team
–","HALF
01:25:40","Finish Net
03:01:13","Finish Gun
03:04:37"
3083,216,3083,"Niles, Alexandra","Team
Garden State Track Club","Team
Garden State Track Club","HALF
01:23:19","Finish Net
03:01:18","Finish Gun
03:01:18"
3087,217,3087,"Gilliver, Alyse","Team
–","Team
–","HALF
01:28:19","Finish Net
03:01:20","Finish Gun
03:01:42"
3088,218,3088,"Cooke, Jacqueline","Team
Impala Racing Team","Team
Impala Racing Team","HALF
01:27:35","Finish Net
03:01:20","Finish Gun
03:05:39"
3104,219,3104,"Morgan, Grace","Team
–","Team
–","HALF
01:28:26","Finish Net
03:01:30","Finish Gun
03:03:48"
3107,220,3107,"Randell, Rebecca","Team
–","Team
–","HALF
01:27:30","Finish Net
03:01:30","Finish Gun
03:05:31"
3121,221,3121,"Schmitt, Sarah","Team
Tracksmith Boston Hares","Team
Tracksmith Boston Hares","HALF
01:29:55","Finish Net
03:01:35","Finish Gun
03:04:26"
3145,222,3145,"Wehman, Kelly","Team
–","Team
–","HALF
01:29:40","Finish Net
03:01:44","Finish Gun
03:02:42"
3146,223,3146,"Stori, Julia","Team
–","Team
–","HALF
01:29:48","Finish Net
03:01:44","Finish Gun
03:01:47"
3149,224,3149,"Lucas, Wylie","Team
United States Naval Academy Marathon Team","Team
United States Naval Academy Marathon Team","HALF
01:29:55","Finish Net
03:01:45","Finish Gun
03:04:50"
3152,225,3152,"Mcquiston, Susan","Team
–","Team
–","HALF
01:28:54","Finish Net
03:01:45","Finish Gun
03:02:28"
3154,226,3154,"Wolf, Jillian","Team
–","Team
–","HALF
01:28:06","Finish Net
03:01:48","Finish Gun
03:04:02"
3155,227,3155,"Vandenlangenberg, Brook","Team
–","Team
–","HALF
01:27:36","Finish Net
03:01:48","Finish Gun
03:05:57"
3157,228,3157,"Addison, Becca","Team
–","Team
–","HALF
01:23:50","Finish Net
03:01:50","Finish Gun
03:05:14"
3160,229,3160,"Cherian, Anna","Team
United States Naval Academy Marathon Team","Team
United States Naval Academy Marathon Team","HALF
01:29:36","Finish Net
03:01:53","Finish Gun
03:02:46"
3166,230,3166,"Marlier, Jessica","Team
–","Team
–","HALF
01:28:03","Finish Net
03:01:55","Finish Gun
03:06:48"
3169,231,3169,"Klene, Mary","Team
–","Team
–","HALF
01:29:18","Finish Net
03:01:55","Finish Gun
03:07:55"
3174,232,3174,"Deady, Amelia","Team
–","Team
–","HALF
01:31:26","Finish Net
03:01:56","Finish Gun
03:02:16"
3177,233,3177,"Sowinski, Rachel","Team
–","Team
–","HALF
01:26:25","Finish Net
03:01:58","Finish Gun
03:05:09"
3178,234,3178,"Floisand, Mary","Team
–","Team
–","HALF
01:28:44","Finish Net
03:01:58","Finish Gun
03:01:58"
3186,235,3186,"Westover, Maeve","Team
–","Team
–","HALF
01:30:28","Finish Net
03:02:01","Finish Gun
03:03:01"
3191,236,3191,"Hornyak, Julia","Team
–","Team
–","HALF
01:27:08","Finish Net
03:02:02","Finish Gun
03:06:05"
3201,237,3201,"Hansen, Megan","Team
–","Team
–","HALF
01:30:17","Finish Net
03:02:04","Finish Gun
03:02:16"
3215,238,3215,"Graham, Annie","Team
–","Team
–","HALF
01:27:47","Finish Net
03:02:09","Finish Gun
03:07:03"
3252,239,3252,"Selig Boerner, Jennifer","Team
–","Team
–","HALF
01:30:00","Finish Net
03:02:25","Finish Gun
03:04:25"
3260,240,3260,"Busa, Ashley","Team
Boston Athletic Association","Team
Boston Athletic Association","HALF
01:29:10","Finish Net
03:02:27","Finish Gun
03:07:28"
3262,241,3262,"Goldcamp, Stephanie","Team
–","Team
–","HALF
01:29:57","Finish Net
03:02:28","Finish Gun
03:03:31"
3273,242,3273,"Clements, Grace","Team
–","Team
–","HALF
01:23:36","Finish Net
03:02:31","Finish Gun
03:06:09"
3274,243,3274,"Reed, Cindy","Team
Wolfpack Running Club","Team
Wolfpack Running Club","HALF
01:30:03","Finish Net
03:02:31","Finish Gun
03:05:07"
3275,244,3275,"Dorsky, Lauren","Team
–","Team
–","HALF
01:28:18","Finish Net
03:02:32","Finish Gun
03:05:43"
3278,245,3278,"Mc Cready, Helen","Team
–","Team
–","HALF
01:27:37","Finish Net
03:02:33","Finish Gun
03:04:27"
3284,246,3284,"Morizaki, Chizu","Team
–","Team
–","HALF
01:28:23","Finish Net
03:02:37","Finish Gun
03:07:20"
3291,247,3291,"Kirkpatrick, Grace","Team
–","Team
–","HALF
01:29:29","Finish Net
03:02:41","Finish Gun
03:03:20"
3294,248,3294,"De Almeida, Helena","Team
–","Team
–","HALF
01:30:49","Finish Net
03:02:41","Finish Gun
03:07:28"
3297,249,3297,"Barrett, Tessa","Team
–","Team
–","HALF
01:18:52","Finish Net
03:02:42","Finish Gun
03:03:30"
3321,250,3321,"Rössler, Hannah","Team
–","Team
–","HALF
01:29:36","Finish Net
03:02:51","Finish Gun
03:03:28"
3322,251,3322,"Atri, Linda","Team
–","Team
–","HALF
01:30:45","Finish Net
03:02:51","Finish Gun
03:03:23"
3325,252,3325,"Veit, Kristen","Team
Boston Athletic Association","Team
Boston Athletic Association","HALF
01:30:16","Finish Net
03:02:51","Finish Gun
03:07:42"
3327,253,3327,"Lawler, Paige","Team
–","Team
–","HALF
01:32:26","Finish Net
03:02:52","Finish Gun
03:03:47"
3345,254,3345,"Mauermann, Abby","Team
–","Team
–","HALF
01:27:50","Finish Net
03:02:57","Finish Gun
03:04:28"
3350,255,3350,"Demoulin, Reka","Team
–","Team
–","HALF
01:29:41","Finish Net
03:02:58","Finish Gun
03:05:13"
3353,256,3353,"Lamarre, Shannon","Team
Greater Boston Track Club","Team
Greater Boston Track Club","HALF
01:28:32","Finish Net
03:03:00","Finish Gun
03:05:54"
3357,257,3357,"Lowry, Cristina","Team
–","Team
–","HALF
01:29:25","Finish Net
03:03:01","Finish Gun
03:09:13"
3365,258,3365,"Wendtland, Marissa","Team
–","Team
–","HALF
01:31:52","Finish Net
03:03:04","Finish Gun
03:08:15"
3371,259,3371,"Carron, Angela","Team
–","Team
–","HALF
01:30:26","Finish Net
03:03:05","Finish Gun
03:08:15"
3373,260,3373,"Duepner, Vicki","Team
–","Team
–","HALF
01:27:45","Finish Net
03:03:06","Finish Gun
03:05:02"
3376,261,3376,"He, Lingyi","Team
–","Team
–","HALF
01:29:06","Finish Net
03:03:07","Finish Gun
03:10:10"
3386,262,3386,"Holden, Georgia","Team
–","Team
–","HALF
01:28:33","Finish Net
03:03:11","Finish Gun
03:06:10"
3388,263,3388,"Ludwig, Andrea","Team
–","Team
–","HALF
01:31:35","Finish Net
03:03:12","Finish Gun
03:04:23"
3399,264,3399,"Devito, Gabby","Team
–","Team
–","HALF
01:27:54","Finish Net
03:03:19","Finish Gun
03:08:31"
3405,265,3405,"Evans, Sarah","Team
–","Team
–","HALF
01:29:29","Finish Net
03:03:23","Finish Gun
03:07:45"
3417,266,3417,"Johnson, Sarah","Team
–","Team
–","HALF
01:31:30","Finish Net
03:03:27","Finish Gun
03:07:30"
3421,267,3421,"Siska, Lindsey","Team
–","Team
–","HALF
01:25:20","Finish Net
03:03:28","Finish Gun
03:09:38"
3432,268,3432,"Nay, Bethany","Team
–","Team
–","HALF
01:28:27","Finish Net
03:03:32","Finish Gun
03:08:49"
3444,269,3444,"Bayer, Andrea","Team
–","Team
–","HALF
01:29:29","Finish Net
03:03:35","Finish Gun
03:05:25"
3445,270,3445,"Hacker, Kristina","Team
–","Team
–","HALF
01:31:38","Finish Net
03:03:36","Finish Gun
03:05:40"
3450,271,3450,"Hanley, Viviana","Team
–","Team
–","HALF
01:29:51","Finish Net
03:03:37","Finish Gun
03:04:08"
3459,272,3459,"Downes, Helen","Team
–","Team
–","HALF
01:28:46","Finish Net
03:03:39","Finish Gun
03:04:39"
3462,273,3462,"Frieden, Eva","Team
–","Team
–","HALF
01:27:47","Finish Net
03:03:40","Finish Gun
03:11:21"
3465,274,3465,"Zaragoza, Daniela","Team
–","Team
–","HALF
01:30:04","Finish Net
03:03:42","Finish Gun
03:04:46"
3495,275,3495,"Bacon, Taylor","Team
–","Team
–","HALF
01:32:47","Finish Net
03:03:49","Finish Gun
03:06:54"
3507,276,3507,"Czech, Agata","Team
–","Team
–","HALF
01:28:08","Finish Net
03:03:56","Finish Gun
03:04:06"
3510,277,3510,"Donahoe, Julie","Team
–","Team
–","HALF
01:30:18","Finish Net
03:03:57","Finish Gun
03:12:21"
3524,278,3524,"Herring, Breanna","Team
–","Team
–","HALF
01:26:12","Finish Net
03:04:02","Finish Gun
03:07:13"
3530,279,3530,"Tully, Emily","Team
–","Team
–","HALF
01:30:11","Finish Net
03:04:04","Finish Gun
03:08:43"
3531,280,3531,"Tully, Sarah","Team
–","Team
–","HALF
01:30:11","Finish Net
03:04:04","Finish Gun
03:08:43"
3532,281,3532,"Long, Sophie","Team
–","Team
–","HALF
01:30:12","Finish Net
03:04:04","Finish Gun
03:08:43"
3538,282,3538,"Nielsen, Stephanie","Team
–","Team
–","HALF
01:28:25","Finish Net
03:04:06","Finish Gun
03:08:34"
3539,283,3539,"Ward, Marissa","Team
CLE Racing","Team
CLE Racing","HALF
01:25:56","Finish Net
03:04:06","Finish Gun
03:07:17"
3542,284,3542,"Tenkate, Melissa","Team
–","Team
–","HALF
01:26:34","Finish Net
03:04:07","Finish Gun
03:09:55"
3553,285,3553,"Trimble, Georgia","Team
–","Team
–","HALF
01:31:47","Finish Net
03:04:13","Finish Gun
03:04:48"
3554,286,3554,"Franco, Clare","Team
–","Team
–","HALF
01:27:23","Finish Net
03:04:13","Finish Gun
03:05:34"
3567,287,3567,"Rhodes, Baili","Team
–","Team
–","HALF
–","Finish Net
03:04:16","Finish Gun
03:08:56"
3568,288,3568,"Singh, Meera","Team
–","Team
–","HALF
01:26:22","Finish Net
03:04:16","Finish Gun
03:04:20"
3569,289,3569,"Bouton, Megan","Team
–","Team
–","HALF
01:25:14","Finish Net
03:04:17","Finish Gun
03:08:04"
3570,290,3570,"Shimada, Stephanie","Team
–","Team
–","HALF
01:29:55","Finish Net
03:04:17","Finish Gun
03:05:12"
3572,291,3572,"Nalepa, Abbigail","Team
–","Team
–","HALF
01:29:57","Finish Net
03:04:17","Finish Gun
03:05:09"
3573,292,3573,"Carton, Seanagh","Team
–","Team
–","HALF
01:31:44","Finish Net
03:04:17","Finish Gun
03:04:55"
3577,293,3577,"Barkey, Katelin","Team
–","Team
–","HALF
01:30:41","Finish Net
03:04:20","Finish Gun
03:04:29"
3583,294,3583,"King, Lauren","Team
–","Team
–","HALF
01:30:41","Finish Net
03:04:22","Finish Gun
03:10:16"
3590,295,3590,"O'brien, Danielle","Team
–","Team
–","HALF
01:30:55","Finish Net
03:04:24","Finish Gun
03:12:25"
3593,296,3593,"Filmanowicz, Paige","Team
KorfEdge Running","Team
KorfEdge Running","HALF
01:33:38","Finish Net
03:04:25","Finish Gun
03:08:26"
3610,297,3610,"Loughlin, Colleen","Team
–","Team
–","HALF
01:31:00","Finish Net
03:04:32","Finish Gun
03:05:52"
3618,298,3618,"Wei, Qian","Team
–","Team
–","HALF
01:29:30","Finish Net
03:04:34","Finish Gun
03:04:51"
3630,299,3630,"Luu, Eva","Team
–","Team
–","HALF
01:30:10","Finish Net
03:04:39","Finish Gun
03:06:12"
3634,300,3634,"Levesque, Caroline","Team
–","Team
–","HALF
01:31:30","Finish Net
03:04:41","Finish Gun
03:10:58"
3654,301,3654,"Cota, Jordanna","Team
–","Team
–","HALF
01:29:26","Finish Net
03:04:49","Finish Gun
03:13:19"
3674,302,3674,"Bolton, Karina","Team
–","Team
–","HALF
01:31:57","Finish Net
03:04:55","Finish Gun
03:13:47"
3684,303,3684,"Sanchez Jimenez, Evelia","Team
–","Team
–","HALF
01:29:13","Finish Net
03:04:58","Finish Gun
03:10:23"
3685,304,3685,"Martin, Jenifer","Team
Garden State Track Club","Team
Garden State Track Club","HALF
01:29:12","Finish Net
03:04:59","Finish Gun
03:11:51"
3688,305,3688,"Gaeta, Leah","Team
–","Team
–","HALF
01:30:00","Finish Net
03:05:00","Finish Gun
03:10:02"
3692,306,3692,"Schlabach, Corrine","Team
–","Team
–","HALF
01:30:24","Finish Net
03:05:01","Finish Gun
03:11:12"
3693,307,3693,"Bado, Denisse","Team
–","Team
–","HALF
01:31:09","Finish Net
03:05:02","Finish Gun
03:05:40"
3695,308,3695,"Barcelos, Marjorie","Team
–","Team
–","HALF
01:30:20","Finish Net
03:05:04","Finish Gun
03:07:59"
3696,309,3696,"Knast, Lindsey","Team
–","Team
–","HALF
01:28:11","Finish Net
03:05:04","Finish Gun
03:12:04"
3697,310,3697,"Harris, Mikie","Team
–","Team
–","HALF
01:29:54","Finish Net
03:05:04","Finish Gun
03:05:55"
3706,311,3706,"Chantler, Jeslyn","Team
–","Team
–","HALF
01:28:29","Finish Net
03:05:10","Finish Gun
03:09:49"
3708,312,3708,"Garcia-Cabrera, Raquel","Team
–","Team
–","HALF
01:28:45","Finish Net
03:05:10","Finish Gun
03:05:19"
3709,313,3709,"Kowalczyk, Krista","Team
–","Team
–","HALF
01:31:43","Finish Net
03:05:10","Finish Gun
03:05:55"
3713,314,3713,"Lizak, Marisa","Team
–","Team
–","HALF
01:31:47","Finish Net
03:05:10","Finish Gun
03:10:24"
3716,315,3716,"Staude, Nichole","Team
–","Team
–","HALF
01:28:28","Finish Net
03:05:12","Finish Gun
03:06:00"
3717,316,3717,"Nelson, Parker","Team
–","Team
–","HALF
01:30:51","Finish Net
03:05:12","Finish Gun
03:09:56"
3721,317,3721,"Trachtenberg, Molly","Team
–","Team
–","HALF
01:27:58","Finish Net
03:05:14","Finish Gun
03:05:36"
3736,318,3736,"Mahoney, Caroline","Team
–","Team
–","HALF
01:34:08","Finish Net
03:05:18","Finish Gun
03:07:30"
3744,319,3744,"Schumacher, Kyleigh","Team
–","Team
–","HALF
01:29:49","Finish Net
03:05:21","Finish Gun
03:11:31"
3750,320,3750,"Boulier, Kristin","Team
–","Team
–","HALF
01:32:55","Finish Net
03:05:23","Finish Gun
03:05:24"
3751,321,3751,"Lesage, Julie","Team
–","Team
–","HALF
01:30:14","Finish Net
03:05:24","Finish Gun
03:07:36"
3759,322,3759,"Dunn, Melissa","Team
–","Team
–","HALF
01:32:07","Finish Net
03:05:26","Finish Gun
03:07:34"
3770,323,3770,"Glenn, Kathryn","Team
–","Team
–","HALF
01:29:23","Finish Net
03:05:28","Finish Gun
03:12:27"
3774,324,3774,"Coli, Giuliana","Team
–","Team
–","HALF
01:30:15","Finish Net
03:05:28","Finish Gun
03:07:24"
3780,325,3780,"Vandemore, Emma","Team
–","Team
–","HALF
01:26:03","Finish Net
03:05:30","Finish Gun
03:07:46"
3789,326,3789,"Looker, Aleta","Team
–","Team
–","HALF
01:25:40","Finish Net
03:05:35","Finish Gun
03:06:10"
3790,327,3790,"Modde, Clarissa","Team
–","Team
–","HALF
01:28:20","Finish Net
03:05:35","Finish Gun
03:08:30"
3793,328,3793,"Dorrington, Jessica","Team
–","Team
–","HALF
01:28:15","Finish Net
03:05:36","Finish Gun
03:09:40"
3796,329,3796,"Yang, Rochelle","Team
–","Team
–","HALF
01:31:52","Finish Net
03:05:36","Finish Gun
03:06:39"
3803,330,3803,"Duclos, Emeline","Team
–","Team
–","HALF
01:28:27","Finish Net
03:05:38","Finish Gun
03:05:47"
3809,331,3809,"Gomez Ortega, Monica","Team
–","Team
–","HALF
01:28:33","Finish Net
03:05:40","Finish Gun
03:11:13"
3812,332,3812,"Johnston, Haley","Team
–","Team
–","HALF
01:30:32","Finish Net
03:05:41","Finish Gun
03:10:41"
3815,333,3815,"Koestinger, Ulrike","Team
–","Team
–","HALF
01:28:27","Finish Net
03:05:42","Finish Gun
03:06:39"
3817,334,3817,"Angelo, Thia","Team
–","Team
–","HALF
01:29:46","Finish Net
03:05:42","Finish Gun
03:05:48"
3821,335,3821,"Kalesnikava, Viktoryia","Team
–","Team
–","HALF
01:29:50","Finish Net
03:05:43","Finish Gun
03:05:57"
3823,336,3823,"Lua, Alexa","Team
–","Team
–","HALF
01:29:16","Finish Net
03:05:44","Finish Gun
03:10:17"
3826,337,3826,"Brennan, Meghan","Team
–","Team
–","HALF
01:32:05","Finish Net
03:05:45","Finish Gun
03:11:01"
3829,338,3829,"Harris, Haley","Team
–","Team
–","HALF
01:27:45","Finish Net
03:05:46","Finish Gun
03:06:42"
3835,339,3835,"Guy, Maria","Team
–","Team
–","HALF
01:26:32","Finish Net
03:05:48","Finish Gun
03:06:25"
3836,340,3836,"James, Allison","Team
Tracksmith Boston Hares","Team
Tracksmith Boston Hares","HALF
01:33:37","Finish Net
03:05:48","Finish Gun
03:11:33"
3838,341,3838,"Barrett, Samantha","Team
–","Team
–","HALF
01:28:34","Finish Net
03:05:49","Finish Gun
03:05:57"
3843,342,3843,"Carreon, Chandler","Team
–","Team
–","HALF
01:26:56","Finish Net
03:05:49","Finish Gun
03:09:01"
3846,343,3846,"Kruse, Cassie","Team
–","Team
–","HALF
01:29:47","Finish Net
03:05:50","Finish Gun
03:11:34"
3847,344,3847,"Hayes, Kathryn","Team
–","Team
–","HALF
01:29:56","Finish Net
03:05:50","Finish Gun
03:07:41"
3856,345,3856,"Dickson, Kate","Team
–","Team
–","HALF
01:31:35","Finish Net
03:05:53","Finish Gun
03:07:03"
3857,346,3857,"Martinez Villanueva, Astrid","Team
–","Team
–","HALF
01:30:24","Finish Net
03:05:53","Finish Gun
03:07:31"
3859,347,3859,"Brownlee, Holly","Team
–","Team
–","HALF
01:32:07","Finish Net
03:05:54","Finish Gun
03:06:35"
3860,348,3860,"Tygesen, Kendra","Team
–","Team
–","HALF
01:33:04","Finish Net
03:05:54","Finish Gun
03:08:43"
3861,349,3861,"Jorgensen, Samantha","Team
–","Team
–","HALF
01:35:33","Finish Net
03:05:54","Finish Gun
03:11:45"
3863,350,3863,"Wynne, Brianna","Team
DWRunning","Team
DWRunning","HALF
01:32:26","Finish Net
03:05:55","Finish Gun
03:07:22"
3872,351,3872,"Desenfants, Morgan","Team
–","Team
–","HALF
01:28:36","Finish Net
03:05:57","Finish Gun
03:07:20"
3873,352,3873,"Blum, Merritt","Team
–","Team
–","HALF
01:24:14","Finish Net
03:05:58","Finish Gun
03:06:45"
3886,353,3886,"Roth, Lauren","Team
–","Team
–","HALF
01:29:12","Finish Net
03:06:03","Finish Gun
03:06:25"
3888,354,3888,"Driscoll, Nicole","Team
–","Team
–","HALF
01:29:56","Finish Net
03:06:03","Finish Gun
03:06:27"
3890,355,3890,"Boucher, Savannah","Team
–","Team
–","HALF
01:32:15","Finish Net
03:06:03","Finish Gun
03:10:19"
3892,356,3892,"Beever, Margaret","Team
–","Team
–","HALF
01:28:35","Finish Net
03:06:04","Finish Gun
03:08:57"
3901,357,3901,"Macedo, Lyvia","Team
–","Team
–","HALF
01:28:43","Finish Net
03:06:06","Finish Gun
03:06:09"
3904,358,3904,"Zblewski, Anna","Team
–","Team
–","HALF
01:27:11","Finish Net
03:06:08","Finish Gun
03:06:10"
3908,359,3908,"Cole, Claire","Team
–","Team
–","HALF
01:30:13","Finish Net
03:06:11","Finish Gun
03:10:43"
3912,360,3912,"Mantilla, Laura","Team
–","Team
–","HALF
01:33:37","Finish Net
03:06:14","Finish Gun
03:11:15"
3913,361,3913,"Lee, Bettina","Team
–","Team
–","HALF
01:32:44","Finish Net
03:06:14","Finish Gun
03:08:22"
3919,362,3919,"Folco, Mariana","Team
–","Team
–","HALF
01:30:38","Finish Net
03:06:16","Finish Gun
03:11:53"
3921,363,3921,"Mullins, Lauren","Team
–","Team
–","HALF
01:30:14","Finish Net
03:06:17","Finish Gun
03:07:03"
3928,364,3928,"Wittrock, Morgan","Team
–","Team
–","HALF
01:33:51","Finish Net
03:06:19","Finish Gun
03:08:26"
3933,365,3933,"Wilson, Stephanie","Team
–","Team
–","HALF
01:28:43","Finish Net
03:06:21","Finish Gun
03:11:50"
3936,366,3936,"Craig, Mary","Team
–","Team
–","HALF
01:32:01","Finish Net
03:06:22","Finish Gun
03:09:01"
3940,367,3940,"Procell, Dara","Team
–","Team
–","HALF
01:30:02","Finish Net
03:06:23","Finish Gun
03:07:31"
3941,368,3941,"Rogers, Alysia","Team
–","Team
–","HALF
01:31:47","Finish Net
03:06:23","Finish Gun
03:08:46"
3943,369,3943,"Astrike-Davis, Emma","Team
–","Team
–","HALF
01:30:20","Finish Net
03:06:23","Finish Gun
03:07:36"
3948,370,3948,"Cosio Patiño, Paola Carolina","Team
–","Team
–","HALF
01:28:28","Finish Net
03:06:24","Finish Gun
03:06:39"
3951,371,3951,"Jones, Jessica","Team
Varsity Louisiana","Team
Varsity Louisiana","HALF
01:29:36","Finish Net
03:06:25","Finish Gun
03:06:32"
3966,372,3966,"Suttor, Audrey","Team
–","Team
–","HALF
01:29:11","Finish Net
03:06:31","Finish Gun
03:10:07"
3969,373,3969,"White, Sarah","Team
–","Team
–","HALF
01:28:43","Finish Net
03:06:32","Finish Gun
03:12:02"
3971,374,3971,"Roth, Jamie","Team
–","Team
–","HALF
01:27:45","Finish Net
03:06:34","Finish Gun
03:10:46"
3973,375,3973,"Reinoso, Gabriela","Team
–","Team
–","HALF
01:31:12","Finish Net
03:06:35","Finish Gun
03:06:36"
3974,376,3974,"De Sousa, Jade","Team
–","Team
–","HALF
01:29:15","Finish Net
03:06:36","Finish Gun
03:08:18"
3976,377,3976,"Gaudrault, Lila","Team
–","Team
–","HALF
01:28:48","Finish Net
03:06:37","Finish Gun
03:08:51"
3979,378,3979,"Alvarado, Carolina","Team
–","Team
–","HALF
01:31:06","Finish Net
03:06:38","Finish Gun
03:14:29"
